"X","Y","mg","annual_precip","clay","h20cap_pf2_0","h20cap_pf2_3","h20cap_pf2_5","land_cover","land_elevation","occ","ph20","sand","silt","temp_annual_range","terrain_slope","topo_pst_index","tree_cover","valley_depth","wet_index"
34.6693199524946,0.988118385423562,274,2070.75659179688,29,18,18,18,90,2857,38,56,40,31,17.5433616638184,5,205,42,-1641,85
34.6734866191546,0.988118385423562,271,2070.75659179688,29,18,18,18,90,2857,38,56,40,31,17.5433616638184,5,205,42,-1641,85
34.6839032858045,0.988118385423562,242,2089.78002929688,29,19,19,19,90,2793,33,55,40,32,17.5444068908691,9,97,92,-2059,86
34.7026532857745,0.988118385423562,249,2099.423828125,35,17,17,17,10,2633,43,57,35,30,17.5401134490967,7,-39,24,-2319,92
34.4901532861146,0.986035052093562,389,1616.03100585938,23,20,20,20,10,2793,63,54,39,37,17.3674163818359,7,-418,69,6147,87
34.5047366194246,0.986035052093562,382,1509.35534667969,24,20,20,20,90,2867,54,56,41,35,17.3849964141846,25,-116,57,5124,84
34.5734866193146,0.986035052093562,338,1939.91430664062,23,19,19,19,90,3114,30,56,43,35,17.513786315918,27,205,54,964,83
34.5776532859746,0.986035052093562,357,1902.97509765625,23,18,18,18,120,2982,31,56,43,33,17.502571105957,14,-439,64,1563,80
34.5818199526346,0.986035052093562,327,1902.97509765625,23,18,18,18,120,2982,31,56,43,33,17.502571105957,14,-439,64,1563,80
34.6255699525646,0.986035052093562,279,1956.35729980469,26,19,19,19,30,2986,28,55,42,33,17.533275604248,13,6,86,915,92
34.6589032858446,0.986035052093562,276,2031.29760742188,28,19,19,19,90,2797,31,54,42,31,17.5352020263672,20,-158,91,1190,88
34.6818199524745,0.986035052093562,253,2089.78002929688,29,19,19,19,90,2793,33,55,40,32,17.5444068908691,9,97,92,-2059,86
34.6839032858045,0.986035052093562,244,2089.78002929688,29,19,19,19,90,2793,33,55,40,32,17.5444068908691,9,97,92,-2059,86
34.5109866194146,0.983951718763562,371,1517.79431152344,24,19,19,19,10,2928,55,54,40,36,17.3871002197266,8,160,89,3898,85
34.5359866193746,0.983951718763562,358,1680.65441894531,22,19,19,19,90,2989,46,54,42,36,17.4500122070312,8,93,54,2367,84
34.6151532859146,0.983951718763562,297,1893.12780761719,26,19,19,19,90,2884,40,54,42,33,17.5027332305908,29,6,97,788,88
34.6943199524545,0.983951718763562,249,2098.30981445312,34,17,17,17,10,2692,45,55,37,29,17.5381908416748,14,111,65,-2614,93
34.7005699524445,0.983951718763562,253,2098.30981445312,34,17,17,17,10,2692,45,55,37,29,17.5381908416748,14,111,65,-2614,93
34.5109866194146,0.981868385433562,370,1517.79431152344,24,19,19,19,10,2928,55,54,40,36,17.3871002197266,8,160,89,3898,85
34.5234866193946,0.981868385433562,351,1583.14086914062,25,19,19,19,90,2943,55,55,41,34,17.415922164917,14,-17,95,3386,81
34.5672366193246,0.981868385433562,316,1953.12841796875,23,20,20,20,90,3097,19,58,42,35,17.497522354126,6,202,35,521,89
34.5943199526146,0.981868385433562,305,1935.013671875,24,19,19,19,90,2991,29,55,43,33,17.5080337524414,16,211,91,1023,93
34.6672366191646,0.981868385433562,280,2057.77563476562,29,18,18,18,90,2803,38,53,40,31,17.5264339447021,21,54,87,-546,94
34.6693199524946,0.981868385433562,288,2062.47265625,29,19,19,19,10,2736,29,55,40,31,17.5250949859619,24,-431,88,-413,90
