X,Y,mg,layer,path
34.5755699526446,0.992285052083562,334.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5922366192846,0.992285052083562,266.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6026532859346,0.992285052083562,317.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6130699525846,0.992285052083562,292.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6630699525046,0.992285052083562,255.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6839032858045,0.992285052083562,250.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.4984866194346,0.990201718753562,376.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5297366193846,0.990201718753562,313.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5589032860046,0.990201718753562,309.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5880699526246,0.990201718753562,264.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6318199525546,0.990201718753562,277.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6818199524745,0.990201718753562,251.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5797366193046,0.988118385423562,345.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6693199524946,0.988118385423562,274.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6734866191546,0.988118385423562,271.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6839032858045,0.988118385423562,242.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.7026532857745,0.988118385423562,249.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.4901532861146,0.986035052093562,389.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5047366194246,0.986035052093562,382.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5734866193146,0.986035052093562,338.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5776532859746,0.986035052093562,357.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5818199526346,0.986035052093562,327.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6255699525646,0.986035052093562,279.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6589032858446,0.986035052093562,276.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6818199524745,0.986035052093562,253.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6839032858045,0.986035052093562,244.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5109866194146,0.983951718763562,371.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5359866193746,0.983951718763562,358.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6151532859146,0.983951718763562,297.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6943199524545,0.983951718763562,249.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.7005699524445,0.983951718763562,253.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5109866194146,0.981868385433562,370.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5234866193946,0.981868385433562,351.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5672366193246,0.981868385433562,316.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5943199526146,0.981868385433562,305.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6672366191646,0.981868385433562,280.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6693199524946,0.981868385433562,288.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6839032858045,0.981868385433562,264.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6880699524645,0.981868385433562,232.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.7047366191045,0.981868385433562,249.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5672366193246,0.979785052103562,321.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6297366192246,0.979785052103562,231.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6672366191646,0.979785052103562,275.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5880699526246,0.977701718773562,336.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6276532858946,0.977701718773562,249.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6526532858546,0.977701718773562,252.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6755699524846,0.977701718773562,286.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.7026532857745,0.977701718773562,254.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5276532860546,0.975618385443562,340.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5797366193046,0.975618385443562,324.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5880699526246,0.975618385443562,315.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6214032859046,0.975618385443562,276.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6484866191946,0.975618385443562,255.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5130699527446,0.973535052113563,375.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5214032860646,0.973535052113563,370.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6651532858346,0.973535052113563,224.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.4964032861046,0.971451718783563,400.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5047366194246,0.971451718783563,377.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5318199527146,0.971451718783563,372.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6276532858946,0.971451718783563,283.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.6630699525046,0.971451718783563,203.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
34.5964032859446,0.969368385453563,270.00000000,mg_test,D:/r/KenyaDSM/data/soil_shp/mg_test/mg_test.shp
