"annual_precip","clay","h20cap_pf2_0","land_elevation","occ","ph20","silt","terrain_slope","wet_index","X","Y","mg"
1085.14147949219,46,14,1723,17,58,20,4,101,35.0234866185944,0.71936838585357,307
1203.02722167969,48,14,1896,24,59,21,3,112,35.1047366184643,0.71936838585357,421
1203.02819824219,48,14,1893,21,60,21,2,112,35.1130699517843,0.71936838585357,397
1068.90417480469,45,14,1623,18,60,19,5,103,34.9276532854144,0.71728505252357,310
1065.40222167969,46,14,1668,14,60,19,3,100,34.9401532853944,0.71728505252357,291
1104.0322265625,47,14,1676,19,60,20,5,97,34.9505699520444,0.71728505252357,314
1176.85314941406,47,14,1709,26,60,19,6,94,34.9526532853744,0.71728505252357,330
1304.8681640625,47,14,1781,29,60,19,11,96,34.9672366186844,0.71728505252357,286
1515.24963378906,48,14,1812,26,62,19,8,102,34.9901532853144,0.71728505252357,331
1311.28308105469,47,14,1737,21,60,21,5,94,35.0089032852844,0.71728505252357,322
1094.2587890625,45,14,1747,20,60,20,7,96,35.0318199519144,0.71728505252357,312
1291.4794921875,48,14,1876,25,64,21,1,112,35.0714032851844,0.71728505252357,367
1515.24963378906,48,14,1812,26,62,19,8,102,34.9859866186544,0.71520171919357,325
1223.06469726562,48,14,1892,17,58,21,1,114,35.0922366184843,0.71520171919357,379
1229.05822753906,48,15,1896,19,58,22,2,115,35.0943199518143,0.71520171919357,371
1220.52111816406,49,15,1912,19,60,21,3,110,35.1234866184343,0.71520171919357,434
1455.87573242188,48,14,1828,23,61,19,3,104,34.9693199520144,0.71311838586357,311
1455.87573242188,48,14,1828,23,61,19,3,104,34.9714032853444,0.71311838586357,302
1325.06225585938,48,14,1900,26,61,21,2,119,35.0651532851944,0.71311838586357,332
1235.30627441406,49,14,1914,20,57,21,3,114,35.1130699517843,0.71311838586357,415
1220.52111816406,49,15,1912,19,60,21,3,110,35.1214032851043,0.71311838586357,425
1194.06420898438,48,15,1907,19,59,22,3,114,35.1276532850943,0.71311838586357,436
1068.90417480469,45,14,1623,18,60,19,5,103,34.9339032854044,0.71103505253357,297
1176.85314941406,47,14,1709,26,60,19,6,94,34.9568199520344,0.71103505253357,326
1116.8642578125,45,14,1789,29,58,20,11,98,35.0380699519044,0.71103505253357,367
1223.06469726562,48,14,1892,17,58,21,1,114,35.0880699518243,0.71103505253357,374
1050.46264648438,46,14,1634,18,59,19,4,99,34.9401532853944,0.70895171920357,297
1469.64721679688,48,14,1846,18,60,20,2,113,34.9818199519944,0.70895171920357,334
1201.51599121094,46,14,1869,25,58,19,2,107,35.0464032852244,0.70895171920357,357
1244.06005859375,48,14,1891,23,62,22,3,114,35.0818199518343,0.70895171920357,388
1258.65185546875,47,15,1915,19,59,22,0,117,35.0964032851443,0.70895171920357,422
1050.46264648438,46,14,1634,18,59,19,4,99,34.9422366187244,0.70686838587357,282
1469.64721679688,48,14,1846,18,60,20,2,113,34.9797366186644,0.70686838587357,328
1451.966796875,47,14,1837,22,59,20,3,105,35.0005699519644,0.70686838587357,329
1220.76440429688,46,14,1755,25,60,20,15,92,35.0255699519244,0.70686838587357,381
1283.85498046875,46,14,1896,20,57,21,2,116,35.0672366185244,0.70686838587357,343
1050.24658203125,47,14,1611,20,59,19,2,101,34.9318199520744,0.70478505254357,318
1229.90576171875,47,15,1800,30,61,19,10,93,34.9672366186844,0.70478505254357,316
1479.55615234375,48,14,1832,21,60,21,3,109,34.9880699519844,0.70478505254357,338
1146.6904296875,46,14,1813,32,57,19,9,97,35.0401532852344,0.70478505254357,355
1244.06005859375,48,14,1891,23,62,22,3,114,35.0818199518343,0.70478505254357,390
1241.72741699219,48,15,1936,18,58,22,3,118,35.1193199517743,0.70478505254357,432
1244.06005859375,48,14,1891,23,62,22,3,114,35.0797366185043,0.70270171921357,395
1258.65185546875,47,15,1915,19,59,22,0,117,35.0943199518143,0.70270171921357,373
1231.92053222656,48,15,1945,18,58,22,4,113,35.1443199517343,0.70270171921357,410
1056.2021484375,47,14,1619,20,60,20,5,100,34.9297366187444,0.70061838588357,329
1198.80554199219,46,14,1852,24,58,18,3,105,35.0359866185744,0.70061838588357,386
1251.28833007812,48,15,1918,18,59,23,1,117,35.1109866184543,0.70061838588357,399
1201.33972167969,47,14,1753,29,58,19,7,95,34.9630699520244,0.69853505255357,333
1201.33972167969,47,14,1753,29,58,19,7,95,34.9672366186844,0.69853505255357,360
1424.10998535156,49,14,1861,18,60,21,2,112,35.0068199519544,0.69853505255357,371
1384.12194824219,48,14,1867,23,60,20,2,114,35.0172366186044,0.69853505255357,363
1279.56628417969,47,15,1961,19,58,23,2,118,35.1505699517243,0.69853505255357,430
1298.24694824219,48,14,1857,22,60,19,2,105,35.0255699519244,0.69645171922357,355
1220.61474609375,47,14,1834,30,59,19,19,100,35.0297366185844,0.69645171922357,343
1246.75268554688,45,14,1886,17,57,20,2,117,35.0568199518744,0.69645171922357,317
1250.0498046875,44,14,1883,18,58,20,2,115,35.0651532851944,0.69645171922357,347
1243.79125976562,48,15,1935,20,60,22,1,117,35.1255699517643,0.69645171922357,431
1279.56628417969,47,15,1961,19,58,23,2,118,35.1484866183943,0.69645171922357,424
1065.28503417969,46,14,1644,18,60,19,5,99,34.9422366187244,0.69436838589357,293
1122.96154785156,46,14,1700,26,60,20,7,95,34.9568199520344,0.69436838589357,289
1273.55615234375,47,15,1915,19,58,23,2,116,35.1047366184643,0.69436838589357,402
1251.28833007812,48,15,1918,18,59,23,1,117,35.1109866184543,0.69436838589357,401
1260.88940429688,48,15,1938,21,59,23,3,117,35.1359866184143,0.69436838589357,419
1091.49291992188,47,14,1678,16,59,19,5,98,34.9359866187344,0.69228505256357,268
1110.17370605469,46,14,1685,20,60,19,6,93,34.9464032853844,0.69228505256357,302
1219.29089355469,47,14,1813,27,59,19,4,93,34.9672366186844,0.69228505256357,263
1332.4365234375,48,14,1851,23,60,20,1,113,34.9797366186644,0.69228505256357,375
1261.21850585938,46,15,1906,21,58,22,3,114,35.0839032851643,0.69228505256357,390
1241.03820800781,49,15,1931,20,60,23,3,116,35.1234866184343,0.69228505256357,440
1261.46362304688,49,14,1949,17,58,21,1,119,35.1339032850843,0.69228505256357,433
1219.29089355469,47,14,1813,27,59,19,4,93,34.9651532853544,0.69020171923357,264
1240.04663085938,46,14,1872,18,58,19,0,114,35.0547366185444,0.69020171923357,329
1261.21850585938,46,15,1906,21,58,22,3,114,35.0818199518343,0.69020171923357,372
1080.70812988281,47,14,1655,15,60,19,5,100,34.9339032854044,0.68811838590357,260
1110.17370605469,46,14,1685,20,60,19,6,93,34.9443199520544,0.68811838590357,262
1337.8828125,49,14,1858,18,60,21,2,108,34.9984866186344,0.68811838590357,396
1348.80541992188,49,14,1862,20,62,21,2,119,35.0089032852844,0.68811838590357,385
1246.83215332031,46,14,1873,21,58,19,2,115,35.0443199518944,0.68811838590357,352
1235.17370605469,46,14,1883,20,58,20,3,114,35.0609866185344,0.68811838590357,417
1279.41906738281,46,14,1912,24,59,22,3,116,35.0922366184843,0.68811838590357,410
1290.50708007812,47,14,1928,20,58,23,2,116,35.1005699518043,0.68811838590357,427
1277.33813476562,47,15,1938,16,58,23,2,121,35.1089032851243,0.68811838590357,400
1261.46362304688,49,14,1949,17,58,21,1,119,35.1318199517543,0.68811838590357,435
1084.79260253906,47,14,1603,20,59,20,0,103,34.9172366187644,0.68603505257357,327
1332.4365234375,48,14,1851,23,60,20,1,113,34.9797366186644,0.68603505257357,378
1240.04663085938,46,14,1872,18,58,19,0,114,35.0526532852144,0.68603505257357,338
1288.2734375,49,15,1955,18,58,22,1,125,35.1422366184043,0.68603505257357,414
1161.34094238281,48,14,1614,17,57,20,5,103,34.8922366188044,0.68395171924357,327
1103.59399414062,47,14,1655,19,56,19,8,99,34.9339032854044,0.68395171924357,253
1188.50231933594,47,14,1789,26,60,19,5,92,34.9589032853644,0.68395171924357,299
1266.84289550781,49,14,1853,22,59,20,7,108,35.0068199519544,0.68395171924357,387
1239.54675292969,46,14,1885,19,59,21,2,113,35.0672366185244,0.68395171924357,405
1241.15270996094,49,15,1929,22,60,23,3,117,35.1214032851043,0.68395171924357,428
1148.67150878906,48,14,1593,15,61,20,3,104,34.8839032854844,0.68186838591357,304
1161.34094238281,48,14,1614,17,57,20,5,103,34.8922366188044,0.68186838591357,328
1159.7001953125,48,14,1640,22,57,20,8,104,34.8964032854644,0.68186838591357,292
1144.72595214844,46,14,1736,28,59,18,13,91,34.9464032853844,0.68186838591357,269
1245.32556152344,48,14,1829,19,59,20,4,101,34.9734866186744,0.68186838591357,313
1263.88061523438,46,14,1851,19,57,19,3,111,35.0255699519244,0.68186838591357,326
1281.91027832031,46,14,1919,19,57,22,1,123,35.0880699518243,0.68186838591357,381
1278.87121582031,46,15,1914,18,58,23,3,115,35.0964032851443,0.68186838591357,379
1240.12133789062,48,15,1918,19,58,23,0,119,35.1130699517843,0.68186838591357,418
1158.67749023438,47,14,1595,13,60,21,5,101,34.8589032855245,0.67978505258357,273
1159.7001953125,48,14,1640,22,57,20,8,104,34.8984866187944,0.67978505258357,306
1188.50231933594,47,14,1789,26,60,19,5,92,34.9568199520344,0.67978505258357,301
1245.32556152344,48,14,1829,19,59,20,4,101,34.9693199520144,0.67978505258357,305
1239.54675292969,46,14,1885,19,59,21,2,113,35.0630699518644,0.67978505258357,403
1240.12133789062,48,15,1918,19,58,23,0,119,35.1151532851143,0.67978505258357,426
1264.07824707031,50,14,1947,20,60,22,0,121,35.1318199517543,0.67978505258357,420
1133.03955078125,45,14,1590,13,61,21,5,103,34.8734866188344,0.67770171925357,277
1239.18518066406,46,14,1823,23,60,20,4,104,34.9859866186544,0.67770171925357,319
1263.88061523438,46,14,1851,19,57,19,3,111,35.0234866185944,0.67770171925357,381
1176.60766601562,46,14,1654,17,56,21,3,103,34.8922366188044,0.67561838592357,345
1184.43542480469,47,15,1793,30,62,19,6,94,34.9526532853744,0.67561838592357,309
1188.97778320312,47,14,1795,31,62,20,8,93,34.9651532853544,0.67561838592357,301
1176.37658691406,46,14,1769,22,60,20,4,95,34.9755699520044,0.67561838592357,313
1170.02502441406,46,14,1780,22,60,21,9,94,34.9776532853344,0.67561838592357,309
1319.01062011719,47,14,1881,23,56,19,2,107,35.0484866185544,0.67561838592357,366
1230.49035644531,49,15,1919,20,60,22,1,123,35.1109866184543,0.67561838592357,423
1250.64245605469,49,14,1936,18,59,22,2,121,35.1276532850943,0.67561838592357,437
1149.72680664062,46,15,1649,18,57,21,3,102,34.9130699521044,0.67353505259357,288
1170.02502441406,46,14,1780,22,60,21,9,94,34.9776532853344,0.67353505259357,328
1270.15844726562,46,14,1910,21,60,22,0,118,35.1005699518043,0.67353505259357,400
1098.64465332031,45,14,1566,15,59,22,6,102,34.8609866188545,0.67145171926357,283
1146.96337890625,48,14,1619,14,58,21,4,102,34.8776532854944,0.67145171926357,275
1194.28649902344,45,14,1638,18,55,21,3,103,34.8964032854644,0.67145171926357,238
1125.22583007812,47,14,1679,21,54,20,8,99,34.9339032854044,0.67145171926357,331
1139.42163085938,47,14,1730,18,57,19,2,99,34.9359866187344,0.67145171926357,295
1188.97778320312,47,14,1795,31,62,20,8,93,34.9630699520244,0.67145171926357,298
1284.48950195312,45,14,1878,16,58,20,2,109,35.0339032852444,0.67145171926357,330
1319.01062011719,47,14,1881,23,56,19,2,107,35.0443199518944,0.67145171926357,350
1319.01062011719,47,14,1881,23,56,19,2,107,35.0464032852244,0.67145171926357,369
1319.01062011719,47,14,1881,23,56,19,2,107,35.0484866185544,0.67145171926357,372
1254.94091796875,47,14,1897,21,59,22,2,118,35.0755699518444,0.67145171926357,370
1176.60766601562,46,14,1654,17,56,21,3,103,34.8880699521444,0.66936838593357,281
1194.28649902344,45,14,1638,18,55,21,3,103,34.8943199521344,0.66936838593357,216
1161.91149902344,47,14,1738,25,60,18,7,96,34.9443199520544,0.66936838593357,303
1188.97778320312,47,14,1795,31,62,20,8,93,34.9609866186944,0.66936838593357,267
1235.21398925781,45,14,1853,19,57,20,3,107,35.0172366186044,0.66936838593357,341
1319.01062011719,47,14,1881,23,56,19,2,107,35.0443199518944,0.66936838593357,354
1257.53381347656,47,14,1887,18,58,22,3,114,35.0672366185244,0.66936838593357,394
1086.87158203125,47,14,1550,15,59,22,4,104,34.8443199522145,0.66728505260357,290
1091.44555664062,46,14,1574,15,60,22,5,102,34.8526532855345,0.66728505260357,272
1091.44555664062,46,14,1574,15,60,22,5,102,34.8568199521945,0.66728505260357,262
1091.44555664062,46,14,1574,15,60,22,5,102,34.8589032855245,0.66728505260357,259
1155.27038574219,47,14,1628,16,57,21,4,100,34.8839032854844,0.66728505260357,347
1174.10754394531,46,14,1637,20,56,22,5,100,34.8922366188044,0.66728505260357,215
1191.67126464844,44,14,1680,21,56,21,1,111,34.9089032854444,0.66728505260357,306
1143.53344726562,46,14,1746,21,59,19,5,94,34.9547366187044,0.66728505260357,271
1136.97631835938,46,14,1729,23,60,21,6,95,34.9755699520044,0.66728505260357,314
1156.88500976562,45,14,1763,25,59,20,6,96,34.9797366186644,0.66728505260357,327
1156.88500976562,45,14,1763,25,59,20,6,96,34.9818199519944,0.66728505260357,335
1193.74340820312,45,14,1807,22,59,20,2,97,34.9922366186444,0.66728505260357,319
1231.85925292969,46,14,1851,20,57,21,4,106,35.0193199519344,0.66728505260357,373
1337.27734375,46,14,1898,19,58,20,1,113,35.0380699519044,0.66728505260357,334
1251.66235351562,46,15,1885,23,59,23,2,116,35.0734866185144,0.66728505260357,383
1091.44555664062,46,14,1574,15,60,22,5,102,34.8589032855245,0.66520171927357,261
1155.27038574219,47,14,1628,16,57,21,4,100,34.8797366188244,0.66520171927357,358
1151.18127441406,46,14,1661,19,55,21,4,104,34.9234866187544,0.66520171927357,309
1144.74682617188,47,14,1732,22,58,19,4,97,34.9464032853844,0.66520171927357,285
1136.07434082031,45,14,1732,22,60,20,6,94,34.9651532853544,0.66520171927357,303
1323.40307617188,46,14,1883,20,58,22,3,115,35.0589032852044,0.66520171927357,359
1212.55249023438,48,14,1928,20,59,23,2,117,35.1234866184343,0.66520171927357,411
1140.09582519531,48,14,1708,19,55,19,6,100,34.9422366187244,0.66311838594357,398
1231.85925292969,46,14,1851,20,57,21,4,106,35.0234866185944,0.66311838594357,313
1251.66235351562,46,15,1885,23,59,23,2,116,35.0755699518444,0.66311838594357,404
1209.08935546875,48,15,1931,18,59,22,1,117,35.1359866184143,0.66311838594357,429
1136.82104492188,45,14,1611,14,59,20,8,98,34.8693199521745,0.66103505261357,269
1174.10754394531,46,14,1637,20,56,22,5,100,34.8880699521444,0.66103505261357,301
1257.44897460938,47,14,1848,15,58,19,5,108,35.0026532852944,0.66103505261357,357
1231.85925292969,46,14,1851,20,57,21,4,106,35.0234866185944,0.66103505261357,341
1233.71752929688,47,15,1901,23,59,22,3,118,35.1089032851243,0.66103505261357,412
1212.55249023438,48,14,1928,20,59,23,2,117,35.1193199517743,0.66103505261357,407
1215.40222167969,49,14,1927,24,60,22,1,120,35.1339032850843,0.66103505261357,413
1136.09240722656,45,14,1757,23,59,20,8,91,34.9734866186744,0.65895171928357,280
1247.47814941406,48,14,1892,28,60,22,2,115,35.0776532851743,0.65895171928357,416
1207.14965820312,48,14,1886,27,62,21,3,112,35.1089032851243,0.65895171928357,386
1171.11572265625,48,14,1896,20,59,21,4,112,35.1172366184443,0.65895171928357,382
1089.30358886719,47,14,1564,15,60,22,4,102,34.8464032855445,0.65686838595357,277
1089.30358886719,47,14,1564,15,60,22,4,102,34.8484866188745,0.65686838595357,268
1148.40319824219,46,14,1636,17,56,21,4,103,34.8776532854944,0.65686838595357,312
1288.46435546875,47,14,1840,19,61,21,5,100,34.9984866186344,0.65686838595357,351
1226.96215820312,48,14,1815,20,57,20,3,104,35.0151532852744,0.65686838595357,353
1223.38732910156,48,14,1849,24,60,20,8,104,35.0193199519344,0.65686838595357,346
1271.76513671875,48,14,1871,23,57,21,2,109,35.0297366185844,0.65686838595357,333
1320.47985839844,46,14,1887,21,56,21,2,111,35.0359866185744,0.65686838595357,379
1297.89270019531,49,14,1887,23,57,23,3,114,35.0672366185244,0.65686838595357,359
1285.34765625,46,14,1901,24,60,21,2,118,35.0859866184943,0.65686838595357,362
1285.34765625,46,14,1901,24,60,21,2,118,35.0880699518243,0.65686838595357,363
1127.08642578125,46,14,1676,15,57,20,2,102,34.9276532854144,0.65478505262357,257
1106.72521972656,45,14,1691,18,58,20,5,96,34.9547366187044,0.65478505262357,315
1226.96215820312,48,14,1815,20,57,20,3,104,35.0130699519444,0.65478505262357,346
1350.09936523438,46,15,1885,18,57,21,2,116,35.0484866185544,0.65478505262357,316
1285.34765625,46,14,1901,24,60,21,2,118,35.0880699518243,0.65478505262357,392
1171.11572265625,48,14,1896,20,59,21,4,112,35.1109866184543,0.65478505262357,404
1145.56213378906,48,14,1540,14,58,21,2,102,34.8422366188845,0.65270171929357,303
1114.08520507812,46,14,1699,17,58,20,7,96,34.9505699520444,0.65270171929357,285
1136.09240722656,45,14,1757,23,59,20,8,91,34.9693199520144,0.65270171929357,300
1226.96215820312,48,14,1815,20,57,20,3,104,35.0130699519444,0.65270171929357,345
1223.38732910156,48,14,1849,24,60,20,8,104,35.0214032852644,0.65270171929357,351
1223.38732910156,48,14,1849,24,60,20,8,104,35.0255699519244,0.65270171929357,298
1297.89270019531,49,14,1887,23,57,23,3,114,35.0672366185244,0.65270171929357,345
1173.21520996094,48,14,1915,19,59,21,1,112,35.1193199517743,0.65270171929357,369
1134.29370117188,45,14,1565,14,59,22,5,102,34.8568199521945,0.65061838596357,283
1161.29858398438,45,15,1581,16,58,20,2,99,34.8776532854944,0.65061838596357,307
1161.29858398438,45,15,1581,16,58,20,2,99,34.8797366188244,0.65061838596357,326
1109.74780273438,47,14,1612,16,59,21,7,99,34.9068199521144,0.65061838596357,264
1104.41821289062,46,14,1650,15,59,21,5,98,34.9214032854244,0.65061838596357,277
1093.43334960938,46,14,1630,15,59,21,3,100,34.9276532854144,0.65061838596357,271
1201.43798828125,45,15,1821,28,60,20,6,95,34.9818199519944,0.65061838596357,287
1282.54187011719,48,14,1853,20,59,21,5,101,34.9984866186344,0.65061838596357,336
1276.5810546875,48,14,1872,22,56,21,3,109,35.0401532852344,0.65061838596357,337
1134.29370117188,45,14,1565,14,59,22,5,102,34.8547366188645,0.64853505263357,297
1134.29370117188,45,14,1565,14,59,22,5,102,34.8568199521945,0.64853505263357,283
1103.36218261719,45,14,1667,18,59,21,5,98,34.9526532853744,0.64853505263357,294
1255.62255859375,48,14,1829,18,59,21,6,97,35.0047366186244,0.64853505263357,349
1254.74780273438,48,14,1869,21,60,20,1,107,35.0297366185844,0.64853505263357,337
1270.82214355469,50,14,1878,24,59,22,6,106,35.0630699518644,0.64853505263357,289
1107.71740722656,46,14,1554,14,60,21,6,102,34.8484866188745,0.64645171930357,279
1134.29370117188,45,14,1565,14,59,22,5,102,34.8526532855345,0.64645171930357,308
1111.53723144531,46,14,1628,15,58,21,6,98,34.9172366187644,0.64645171930357,290
1259.41467285156,47,14,1841,21,59,21,2,104,34.9880699519844,0.64645171930357,337
1259.41467285156,47,14,1841,21,59,21,2,104,34.9901532853144,0.64645171930357,336
1282.54187011719,48,14,1853,20,59,21,5,101,34.9964032853044,0.64645171930357,334
1227.67126464844,49,14,1833,21,62,21,4,104,35.0214032852644,0.64645171930357,324
1276.5810546875,48,14,1872,22,56,21,3,109,35.0422366185644,0.64645171930357,312
1224.22338867188,47,14,1891,22,59,22,3,107,35.0776532851743,0.64645171930357,384
1161.29858398438,45,15,1581,16,58,20,2,99,34.8776532854944,0.64436838597357,287
1161.29858398438,45,15,1581,16,58,20,2,99,34.8797366188244,0.64436838597357,294
1144.7958984375,47,14,1583,17,60,20,2,100,34.8859866188144,0.64436838597357,268
1144.7958984375,47,14,1583,17,60,20,2,100,34.8901532854744,0.64436838597357,296
1111.53723144531,46,14,1628,15,58,21,6,98,34.9151532854344,0.64436838597357,291
1093.43334960938,46,14,1630,15,59,21,3,100,34.9339032854044,0.64436838597357,281
1104.40515136719,46,14,1652,16,59,20,6,99,34.9443199520544,0.64436838597357,285
1104.40515136719,46,14,1652,16,59,20,6,99,34.9464032853844,0.64436838597357,273
1201.43798828125,45,15,1821,28,60,20,6,95,34.9818199519944,0.64436838597357,299
1259.41467285156,47,14,1841,21,59,21,2,104,34.9922366186444,0.64436838597357,322
1282.54187011719,48,14,1853,20,59,21,5,101,34.9964032853044,0.64436838597357,339
1255.62255859375,48,14,1829,18,59,21,6,97,35.0026532852944,0.64436838597357,349
1210.26159667969,46,14,1829,27,58,22,2,109,35.0755699518444,0.64436838597357,408
1225.7705078125,47,14,1906,23,60,21,4,107,35.0984866184743,0.64436838597357,366
1172.08435058594,45,15,1610,16,59,21,4,100,34.9005699521244,0.64228505264357,320
1102.87866210938,45,14,1615,14,59,21,3,99,34.9318199520744,0.64228505264357,298
1115.47717285156,44,14,1693,16,59,20,6,100,34.9505699520444,0.64228505264357,268
1235.00854492188,47,14,1794,23,60,21,0,101,35.0068199519544,0.64228505264357,342
1195.84936523438,47,15,1872,28,59,22,8,109,35.0922366184843,0.64228505264357,383
1100.77978515625,44,14,1692,14,58,20,6,96,34.9380699520644,0.640201719313571,296
1129.10949707031,45,14,1710,19,60,21,2,99,34.9609866186944,0.640201719313571,300
1213.44372558594,46,14,1816,22,59,21,3,98,34.9859866186544,0.640201719313571,302
1249.15710449219,48,14,1834,23,60,20,7,102,35.0339032852444,0.640201719313571,344
1102.87866210938,45,14,1615,14,59,21,3,99,34.9297366187444,0.638118385983571,325
1100.77978515625,44,14,1692,14,58,20,6,96,34.9359866187344,0.638118385983571,330
1115.47717285156,44,14,1693,16,59,20,6,100,34.9484866187144,0.638118385983571,272
1213.44372558594,46,14,1816,22,59,21,3,98,34.9880699519844,0.638118385983571,324
1213.44372558594,46,14,1816,22,59,21,3,98,34.9901532853144,0.638118385983571,315
1246.94494628906,47,14,1823,19,60,21,3,102,35.0151532852744,0.638118385983571,341
1246.69934082031,47,14,1885,16,59,21,3,101,35.0568199518744,0.638118385983571,349
1174.64428710938,46,14,1621,15,59,21,4,101,34.8630699521845,0.636035052653571,226
1102.87866210938,45,14,1615,14,59,21,3,99,34.9339032854044,0.636035052653571,328
1122.59777832031,44,14,1702,18,59,20,5,99,34.9547366187044,0.636035052653571,290
1210.95483398438,48,15,1835,34,58,22,5,101,35.0651532851944,0.636035052653571,336
1115.0263671875,48,14,1562,15,59,21,5,99,34.8464032855445,0.633951719323571,280
1169.14074707031,46,14,1648,17,58,21,7,95,34.8609866188545,0.633951719323571,229
1230.1923828125,46,14,1668,15,58,22,3,98,34.9068199521144,0.633951719323571,252
1224.216796875,46,14,1669,17,59,22,6,97,34.9151532854344,0.633951719323571,268
1170.673828125,45,14,1779,25,60,21,11,100,34.9922366186444,0.633951719323571,323
1280.05883789062,47,14,1828,22,60,21,4,104,35.0109866186144,0.633951719323571,348
1102.32336425781,47,14,1541,15,58,21,4,100,34.8422366188845,0.631868385993571,294
1178.81896972656,45,14,1627,16,59,22,3,95,34.9339032854044,0.631868385993571,322
1186.57202148438,47,14,1790,24,59,21,4,100,35.0380699519044,0.631868385993571,376
1151.69677734375,46,14,1822,21,59,21,4,105,35.0734866185144,0.631868385993571,362
1169.14074707031,46,14,1648,17,58,21,7,95,34.8672366188445,0.629785052663571,254
1267.36437988281,47,14,1662,17,59,21,4,98,34.8797366188244,0.629785052663571,226
1293.45788574219,47,14,1852,18,59,20,5,105,35.0234866185944,0.629785052663571,374
1115.0263671875,48,14,1562,15,59,21,5,99,34.8505699522045,0.627701719333571,285
1288.77795410156,48,14,1659,18,59,20,6,96,34.8859866188144,0.627701719333571,235
1213.13195800781,46,14,1670,16,59,21,6,96,34.9214032854244,0.627701719333571,272
1128.91015625,43,15,1741,16,59,21,4,100,34.9526532853744,0.627701719333571,282
1128.91015625,43,15,1741,16,59,21,4,100,34.9568199520344,0.627701719333571,279
1280.05883789062,47,14,1828,22,60,21,4,104,35.0151532852744,0.627701719333571,353
1254.59985351562,47,14,1691,19,58,20,4,95,34.8818199521544,0.625618386003571,223
1305.87463378906,46,14,1719,18,59,21,2,99,34.9234866187544,0.625618386003571,266
1295.21447753906,46,14,1708,16,58,21,11,95,34.9297366187444,0.625618386003571,294
1124.34704589844,44,14,1678,17,60,21,6,101,34.9568199520344,0.625618386003571,276
1254.59985351562,47,14,1691,19,58,20,4,95,34.8776532854944,0.623535052673571,243
1242.63720703125,45,14,1639,16,58,22,3,95,34.9401532853944,0.623535052673571,303
1253.2109375,47,15,1862,25,60,21,4,96,35.0234866185944,0.623535052673571,350
1119.45483398438,46,14,1522,16,59,21,3,101,34.8339032855645,0.621451719343571,274
1187.31616210938,46,14,1656,17,59,21,7,92,34.8734866188344,0.621451719343571,229
1254.59985351562,47,14,1691,19,58,20,4,95,34.8839032854844,0.621451719343571,212
1305.87463378906,46,14,1719,18,59,21,2,99,34.9193199520944,0.621451719343571,278
1305.87463378906,46,14,1719,18,59,21,2,99,34.9234866187544,0.621451719343571,265
1176.16589355469,44,14,1647,17,58,21,2,101,34.9464032853844,0.621451719343571,312
1124.34704589844,44,14,1678,17,60,21,6,101,34.9526532853744,0.621451719343571,317
1253.2109375,47,15,1862,25,60,21,4,96,35.0214032852644,0.621451719343571,365
1161.78503417969,45,14,1539,14,59,21,3,104,34.8193199522545,0.619368386013571,213
1119.45483398438,46,14,1522,16,59,21,3,101,34.8318199522345,0.619368386013571,273
1119.45483398438,46,14,1522,16,59,21,3,101,34.8339032855645,0.619368386013571,248
1116.06115722656,47,14,1555,15,58,21,6,99,34.8359866188945,0.619368386013571,227
1133.17358398438,48,14,1572,16,58,20,4,100,34.8484866188745,0.619368386013571,293
1143.63415527344,47,14,1582,16,59,21,5,100,34.8547366188645,0.619368386013571,271
1312.15246582031,48,14,1704,17,58,20,4,98,34.8901532854744,0.619368386013571,237
1316.75048828125,47,14,1678,15,57,21,6,98,34.8984866187944,0.619368386013571,251
1143.35607910156,47,14,1578,15,59,20,6,99,34.8422366188845,0.617285052683571,221
1151.26867675781,47,14,1604,18,58,21,4,99,34.8651532855145,0.617285052683571,273
1379.66711425781,47,14,1730,21,58,21,7,98,34.9380699520644,0.617285052683571,286
1096.63659667969,45,14,1695,21,58,21,5,105,34.9693199520144,0.617285052683571,336
1162.00341796875,46,14,1613,17,59,21,5,93,34.8755699521644,0.615201719353571,259
1285.29333496094,46,14,1685,18,59,22,7,99,34.9464032853844,0.613118386023571,277
1272.92224121094,47,15,1727,19,58,20,0,97,34.8922366188044,0.611035052693571,230
1346.58679199219,48,14,1730,18,58,21,3,99,34.9026532854544,0.611035052693571,248
1360.89794921875,47,14,1705,19,59,21,4,97,34.9151532854344,0.611035052693571,285
1150.63049316406,46,14,1596,15,59,20,8,100,34.8505699522045,0.608951719363571,213
1149.00537109375,47,14,1627,17,59,20,4,99,34.8672366188445,0.608951719363571,251
1481.41430664062,47,14,1751,19,60,21,3,108,34.9422366187244,0.608951719363571,269
1139.19189453125,46,14,1565,16,59,21,2,106,34.8214032855845,0.606868386033571,212
1149.00537109375,47,14,1627,17,59,20,4,99,34.8651532855145,0.606868386033571,236
1210.85302734375,46,14,1707,19,59,21,5,93,34.8859866188144,0.606868386033571,215
1210.85302734375,46,14,1707,19,59,21,5,93,34.8880699521444,0.606868386033571,228
1199.6875,47,14,1517,15,58,21,1,105,34.8089032856045,0.604785052703571,252
1141.94714355469,47,14,1528,16,58,21,6,106,34.8151532855945,0.604785052703571,225
1148.03088378906,46,14,1624,17,58,20,8,97,34.8526532855345,0.604785052703571,218
1488.9853515625,47,14,1742,22,60,21,6,97,34.9339032854044,0.604785052703571,286
