"X","Y","k","annual_ppt","bareground","elevation","occ","ph20","slope","temp_annual_range","topo_pst_index","treecover","valley_depth","veg_index","wetness_index"
34.7193199524145,0.679785052583564,137,1085.01904296875,0,1470,15,58,1,18.2133102416992,-98,18,2300,1865,104
34.4568199528346,0.677701719253564,165,1170.11730957031,0,1345,11,57,2,17.5761451721191,-82,26,2898,2008,111
35.0964032851443,0.677701719253564,407,1278.87121582031,2,1914,18,58,3,18.6138706207275,-15,11,1132,991,115
34.8318199522345,0.675618385923564,193,1227.14233398438,3,1569,16,60,4,18.4698505401611,-127,16,1905,1643,105
34.8505699522045,0.675618385923564,183,1179.81970214844,0,1600,15,60,5,18.5035552978516,6,33,1828,1602,102
34.9109866187744,0.675618385923564,206,1135.36999511719,0,1604,20,58,2,18.6031303405762,-133,19,2171,1538,104
34.5505699526846,0.673535052593564,158,1410.13525390625,1,1544,18,60,5,17.7379245758057,25,14,1785,2120,98
34.5589032860046,0.673535052593564,147,1431.22692871094,0,1520,17,58,1,17.7636947631836,-117,27,2044,2125,102
34.6214032859046,0.665201719273564,107,1501.79821777344,0,1507,17,56,5,17.9360275268555,-121,27,1142,1588,107
34.8151532855945,0.663118385943564,192,1566.84106445312,1,1640,17,58,2,18.4427814483643,123,19,0,1628,110
35.0526532852144,0.663118385943564,313,1348.91625976562,4,1894,21,58,3,18.6076927185059,53,9,272,1617,112
34.9943199519744,0.661035052613564,410,1193.74340820312,6,1807,22,59,2,18.6358833312988,-34,12,208,1920,97
34.7630699523445,0.656868385953564,171,1692.30554199219,1,1664,16,56,5,18.3509159088135,129,19,34,1885,103
34.8484866188745,0.656868385953564,181,1089.30358886719,0,1564,15,60,4,18.4681701660156,-23,21,2077,1662,102
34.9047366187844,0.656868385953564,223,1150.67492675781,2,1640,18,59,7,18.5879135131836,-31,20,1406,1868,99
35.1068199517943,0.656868385953564,398,1207.14965820312,6,1886,27,62,3,18.6456336975098,-3,8,1622,1476,112
34.9922366186444,0.654785052623564,395,1248.22790527344,3,1807,23,61,4,18.6121940612793,6,15,192,2699,98
34.6026532859346,0.648535052633564,147,1720.3505859375,3,1553,19,56,3,17.8465366363525,74,13,930,2037,102
34.6651532858345,0.648535052633564,119,1479.6494140625,1,1496,16,57,4,18.0253124237061,56,15,80,1736,112
34.6880699524645,0.648535052633564,112,1334.47473144531,1,1497,17,57,2,18.0970821380615,72,19,55,2486,111
34.4089032862447,0.644368385973564,183,1200.29333496094,0,1294,14,55,10,17.3818168640137,-114,17,2609,1865,103
34.5464032860246,0.644368385973564,153,1513.85400390625,2,1597,19,54,7,17.698070526123,207,16,1289,1497,87
34.6797366191445,0.644368385973564,110,1298.05993652344,0,1478,16,57,3,18.0814361572266,-37,25,336,2583,109
34.7339032857245,0.642285052643564,111,1103.01501464844,0,1484,16,58,3,18.2058544158936,-39,34,2060,1858,102
34.5443199526946,0.638118385983564,174,1413.29870605469,0,1465,17,56,2,17.63796043396,-187,30,1992,1680,101
34.6693199524945,0.638118385983564,113,1518.54467773438,0,1495,15,57,4,18.0110836029053,57,37,88,1840,112
34.4255699528847,0.636035052653564,167,1335.05834960938,2,1341,9,58,1,17.3864002227783,82,10,2037,1946,113
34.6214032859046,0.636035052653564,142,1617.95568847656,1,1517,18,58,4,17.8911590576172,62,18,304,1790,106
35.0547366185444,0.636035052653564,377,1246.69934082031,7,1885,16,59,3,18.6422672271729,169,7,544,1394,101
34.5818199526346,0.633951719323564,155,1728.8046875,2,1524,16,58,6,17.7769355773926,-29,11,1607,1973,92
34.7339032857245,0.633951719323564,115,1099.35693359375,0,1473,15,59,1,18.1970233917236,-38,15,1981,1443,102
34.7339032857245,0.631868385993564,110,1106.09704589844,0,1474,17,58,2,18.1858749389648,-4,22,1723,1684,106
34.6255699525646,0.625618386003564,127,1632.06396484375,1,1506,18,57,4,17.8743133544922,31,15,330,1771,106
34.6922366191245,0.623535052673564,121,1246.08581542969,2,1464,16,58,3,18.0706920623779,10,16,738,1932,113
34.5339032860446,0.621451719343564,132,1607.04016113281,1,1505,16,57,5,17.5709037780762,105,12,593,2338,103
34.4484866195147,0.619368386013564,175,1291.45874023438,3,1323,11,57,4,17.427038192749,-83,11,2387,1578,106
34.4630699528246,0.619368386013564,176,1324.66479492188,0,1374,16,55,13,17.45556640625,-33,12,1896,1352,99
34.7380699523845,0.619368386013564,118,1128.25317382812,1,1487,16,57,2,18.191032409668,3,16,1318,1620,105
34.8901532854744,0.619368386013564,227,1312.15246582031,3,1704,17,58,4,18.5573654174805,154,13,455,2008,98
34.9651532853544,0.619368386013564,300,1107.90991210938,3,1702,21,60,6,18.6538848876953,-29,21,1046,1372,102
34.4839032861246,0.617285052683564,196,1318.73596191406,1,1371,13,56,7,17.4866142272949,-106,15,1711,2283,99
34.8484866188745,0.617285052683564,194,1155.85144042969,4,1600,18,59,4,18.4421691894531,113,13,1526,1587,100
34.8776532854944,0.617285052683564,164,1162.00341796875,0,1613,17,59,5,18.4995594024658,-177,22,1319,2006,93
34.7776532856545,0.608951719363564,140,1354.39147949219,8,1529,22,56,10,18.2468757629395,-171,17,1490,1120,91
34.3922366196047,0.602701719373564,164,1304.02661132812,2,1280,9,58,4,17.222635269165,-30,8,2203,2160,108
